2025-03-25 12:19:19,493 - INFO - Conectado a la base de datos exitosamente.
2025-03-25 12:19:19,495 - INFO - Elementos de la tabla Anexos:
2025-03-25 12:19:19,495 - INFO - 0- (' 001/2019/6676-5259', 'N/A', 'N/A', False)
2025-03-25 12:19:19,506 - INFO - 238- ('04101/2022/186-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=85c59c9c-80c1-44df-b1e3-f199cbcd3554', '463_p03_pliego_y_anexos.pdf', True)
2025-03-25 12:19:19,506 - INFO - 239- ('04101/2022/187-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f0cabfad-3de2-4fab-a23a-d84c2b95f190', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 240- ('04101/2022/188-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=9f70571f-8701-4baf-bb6f-62ad791dacf4', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 241- ('04101/2022/189-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=a059c3b8-4987-450b-8406-376f1a3ad9df', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 242- ('04101/2022/190-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=8c4b4ad1-24ac-4d4d-9a22-46c3a7725cd3', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 243- ('04101/2022/191-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d2473cf6-473e-469b-b654-ba1f0decab98', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 244- ('04101/2022/192-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=59560469-a937-45b5-9d6a-0550fe31d94b', 'anexo_i_pcap_192-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 245- ('04101/2022/193-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=52461977-8c36-4067-891d-cea8f5fa0e0c', 'anexo_i_pcap_193-o-2022.pdf', True)
2025-03-25 12:19:19,507 - INFO - 246- ('04101/2022/200-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b94e4892-7391-482c-bcbf-0ff932f29c4b', 'anexo i pcap 200-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 247- ('04101/2022/212-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d2435103-4906-4dba-abbc-86afed863ad6', 'anexo_i_pcap_212-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 248- ('04101/2022/221-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=eee058cd-5e82-4abe-88d6-bd8b83792f67', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 249- ('04101/2022/232-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6dc9ec43-3443-4755-a0a2-e2cc7012a14c', 'anexo i pcap 232-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 250- ('04101/2022/233-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=1fe4a352-a237-4bd1-9c9a-6b3005ac10a0', '2022-06-06_pe centro_empleo_cabanyal_doc_memoria-anexos-pres-pliego-ess.pdf', True)
2025-03-25 12:19:19,507 - INFO - 251- ('04101/2022/234-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=919a0c59-8d9d-40c8-bfe4-efb677c0ce5d', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 252- ('04101/2022/235-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ce046354-8b14-4174-8646-d246d8ae3b85', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 253- ('04101/2022/236-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f43294fe-83c7-4932-a305-7b4d26d7d45e', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 254- ('04101/2022/237-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4d5f4b08-962d-435e-8f99-5e22c68734b5', 'anexo_i_pcap_237-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 255- ('04101/2022/239-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b41bbd4b-855f-4f3f-b262-2e7a1c425901', 'anexo_i_pcap_239-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 256- ('04101/2022/240-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=81b77a5c-9611-4ade-8c0e-79308e9e53e3', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 257- ('04101/2022/242-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d4efcf6b-55da-409c-97aa-851ee2c4fa89', 'anexo_i_pcap_242-o-22.pdf', True)
2025-03-25 12:19:19,507 - INFO - 258- ('04101/2022/243-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=265e28f8-0745-403f-9244-18fc911565b3', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,507 - INFO - 259- ('04101/2022/247-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=8531cef8-a1db-4ab4-bd42-ccb5fceceb46', 'anexo_i_pcap 247-o next generation.pdf', True)
2025-03-25 12:19:19,507 - INFO - 260- ('04101/2022/250-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=fe9cb270-1f63-47ee-9e54-e3680c4dc4e5', 'anexo i pcap rectificado.pdf', True)
2025-03-25 12:19:19,508 - INFO - 261- ('04101/2022/257-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ea926a59-0064-49cb-ae9a-8f1b4f9ab0c4', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,508 - INFO - 262- ('04101/2022/260-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=c7ab7f9e-d3e1-48c6-8f78-591619e2611d', 'anexo_i_pcap_260-o-22.pdf', True)
2025-03-25 12:19:19,508 - INFO - 263- ('04101/2022/266-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=eb1dfbd1-4400-419a-81e4-6fa09e4d285b', 'anexo_i_pcap_266-o-22.pdf', True)
2025-03-25 12:19:19,508 - INFO - 264- ('04101/2022/26-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f4945f39-ea03-4c97-ac42-47b1a00d2201', 'anexo_i_pcap_26-o-21.pdf', True)
2025-03-25 12:19:19,508 - INFO - 265- ('04101/2022/270-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ad51cc4d-29ec-484f-82be-79c91cd4617d', 'anexo_i_pcap_270-o-22.pdf', True)
2025-03-25 12:19:19,508 - INFO - 266- ('04101/2022/271-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=80b58668-d96c-4116-8e34-c8fcdf9a8694', 'anexo_i_pcap_271-o-22.pdf', True)
2025-03-25 12:19:19,508 - INFO - Consulta exitosa, fin de la tabla Anexos.
